Secondary_School_Name,LSOA_CODE,Pupil_count
Haverstock School,E01000905,"75"
Haverstock School,E01000904,"58"
Haverstock School,E01000901,"57"
Haverstock School,E01000902,"40"
Haverstock School,E01000900,"36"
Haverstock School,E01000891,"29"
Haverstock School,E01000950,"24"
Haverstock School,E01000958,"24"
Haverstock School,E01000856,"22"
Haverstock School,E01000858,"22"
Haverstock School,E01000890,"21"
Haverstock School,E01000959,"19"
Haverstock School,E01000944,"18"
Haverstock School,E01000954,"18"
Haverstock School,E01000951,"16"
Haverstock School,E01000922,"16"
Haverstock School,E01000846,"15"
Haverstock School,E01000868,"15"
Haverstock School,E01000889,"15"
Haverstock School,E01000952,"15"
Haverstock School,E01000892,"14"
Haverstock School,E01000903,"14"
Haverstock School,E01000957,"11"
Haverstock School,E01000949,"11"
Haverstock School,E01000945,"11"
Haverstock School,E01000955,"10"
Haverstock School,E01000867,"10"
Haverstock School,E01000866,"10"
Haverstock School,E01000857,"10"
Haverstock School,E01000861,"9"
Haverstock School,E01000925,"9"
Haverstock School,E01000931,"9"
Haverstock School,E01000965,"8"
Haverstock School,E01000956,"8"
Haverstock School,E01000847,"8"
Haverstock School,E01000888,"7"
Haverstock School,E01000927,"7"
Haverstock School,E01000948,"7"
Haverstock School,E01000973,"7"
Haverstock School,E01000870,"6"
Haverstock School,E01000939,"6"
Haverstock School,E01000947,"6"
Haverstock School,E01000961,"6"
Haverstock School,E01000886,"5"
Haverstock School,E01000887,"5"
Haverstock School,E01000898,"5"
Haverstock School,E01000906,"5"
Haverstock School,E01000972,"5"
Haverstock School,E01002766,"5"
Haverstock School,E01000863,"4"
Haverstock School,E01000869,"4"
Haverstock School,E01000908,"4"
Haverstock School,E01000912,"4"
Haverstock School,E01000921,"4"
Haverstock School,E01000926,"4"
Haverstock School,E01000930,"4"
Haverstock School,E01000933,"4"
Haverstock School,E01000935,"4"
Haverstock School,E01000953,"4"
Haverstock School,E01000145,"3"
Haverstock School,E01000849,"3"
Haverstock School,E01000853,"3"
Haverstock School,E01000862,"3"
Haverstock School,E01000864,"3"
Haverstock School,E01000907,"3"
Haverstock School,E01000911,"3"
Haverstock School,E01000915,"3"
Haverstock School,E01000916,"3"
Haverstock School,E01000928,"3"
Haverstock School,E01000929,"3"
Haverstock School,E01000936,"3"
Haverstock School,E01000941,"3"
Haverstock School,E01000942,"3"
Haverstock School,E01000943,"3"
Haverstock School,E01000963,"3"
Haverstock School,E01000964,"3"
Haverstock School,E01000970,"3"
Haverstock School,E01000974,"3"
Parliament Hill School,E01000912,"31"
Parliament Hill School,E01000901,"25"
Parliament Hill School,E01000890,"24"
Parliament Hill School,E01000889,"21"
Parliament Hill School,E01000858,"20"
Parliament Hill School,E01000908,"20"
Parliament Hill School,E01000892,"18"
Parliament Hill School,E01000902,"17"
Parliament Hill School,E01000886,"16"
Parliament Hill School,E01000950,"15"
Parliament Hill School,E01000888,"14"
Parliament Hill School,E01000911,"13"
Parliament Hill School,E01000905,"13"
Parliament Hill School,E01000891,"13"
Parliament Hill School,E01000887,"13"
Parliament Hill School,E01000972,"12"
Parliament Hill School,E01000928,"12"
Parliament Hill School,E01002758,"11"
Parliament Hill School,E01000909,"11"
Parliament Hill School,E01002769,"11"
Parliament Hill School,E01000907,"11"
Parliament Hill School,E01000904,"11"
Parliament Hill School,E01000900,"11"
Parliament Hill School,E01000958,"10"
Parliament Hill School,E01002784,"10"
Parliament Hill School,E01000870,"10"
Parliament Hill School,E01002789,"10"
Parliament Hill School,E01002773,"9"
Parliament Hill School,E01002771,"9"
Parliament Hill School,E01000922,"9"
Parliament Hill School,E01000925,"9"
Parliament Hill School,E01000898,"8"
Parliament Hill School,E01000895,"8"
Parliament Hill School,E01002785,"8"
Parliament Hill School,E01002774,"8"
Parliament Hill School,E01000959,"8"
Parliament Hill School,E01000927,"8"
Parliament Hill School,E01000953,"7"
Parliament Hill School,E01000910,"7"
Parliament Hill School,E01002810,"7"
Parliament Hill School,E01002806,"6"
Parliament Hill School,E01002804,"6"
Parliament Hill School,E01000868,"6"
Parliament Hill School,E01002772,"6"
Parliament Hill School,E01002768,"6"
Parliament Hill School,E01000955,"6"
Parliament Hill School,E01000954,"6"
Parliament Hill School,E01000948,"6"
Parliament Hill School,E01002809,"6"
Parliament Hill School,E01002807,"5"
Parliament Hill School,E01002788,"5"
Parliament Hill School,E01002783,"5"
Parliament Hill School,E01002760,"5"
Parliament Hill School,E01002759,"5"
Parliament Hill School,E01000931,"5"
Parliament Hill School,E01000893,"5"
Parliament Hill School,E01000885,"5"
Parliament Hill School,E01000845,"5"
Parliament Hill School,E01000846,"4"
Parliament Hill School,E01000863,"4"
Parliament Hill School,E01000921,"4"
Parliament Hill School,E01000923,"4"
Parliament Hill School,E01000924,"4"
Parliament Hill School,E01000926,"4"
Parliament Hill School,E01000957,"4"
Parliament Hill School,E01000971,"4"
Parliament Hill School,E01000973,"4"
Parliament Hill School,E01002733,"4"
Parliament Hill School,E01002754,"4"
Parliament Hill School,E01002755,"4"
Parliament Hill School,E01002764,"4"
Parliament Hill School,E01002770,"4"
Parliament Hill School,E01000849,"3"
Parliament Hill School,E01000856,"3"
Parliament Hill School,E01000857,"3"
Parliament Hill School,E01000859,"3"
Parliament Hill School,E01000866,"3"
Parliament Hill School,E01000879,"3"
Parliament Hill School,E01000903,"3"
Parliament Hill School,E01000930,"3"
Parliament Hill School,E01000944,"3"
Parliament Hill School,E01000951,"3"
Parliament Hill School,E01000961,"3"
Parliament Hill School,E01002008,"3"
Parliament Hill School,E01002009,"3"
Parliament Hill School,E01002010,"3"
Parliament Hill School,E01002062,"3"
Parliament Hill School,E01002732,"3"
Parliament Hill School,E01002753,"3"
Parliament Hill School,E01002765,"3"
Parliament Hill School,E01002766,"3"
Parliament Hill School,E01002778,"3"
Parliament Hill School,E01002808,"3"
Regent High School,E01000956,"52"
Regent High School,E01000952,"45"
Regent High School,E01000954,"44"
Regent High School,E01000953,"43"
Regent High School,E01000951,"28"
Regent High School,E01000958,"23"
Regent High School,E01000941,"23"
Regent High School,E01000959,"22"
Regent High School,E01000955,"21"
Regent High School,E01000950,"20"
Regent High School,E01000939,"19"
Regent High School,E01000944,"16"
Regent High School,E01000915,"15"
Regent High School,E01000917,"14"
Regent High School,E01000856,"13"
Regent High School,E01000901,"13"
Regent High School,E01000905,"12"
Regent High School,E01000949,"11"
Regent High School,E01000947,"11"
Regent High School,E01000916,"11"
Regent High School,E01000945,"10"
Regent High School,E01000936,"10"
Regent High School,E01000957,"8"
Regent High School,E01000940,"8"
Regent High School,E01000867,"8"
Regent High School,E01000942,"7"
Regent High School,E01000946,"6"
Regent High School,E01000931,"6"
Regent High School,E01000868,"6"
Regent High School,E01000858,"6"
Regent High School,E01000938,"5"
Regent High School,E01000937,"5"
Regent High School,E01000920,"5"
Regent High School,E01000918,"5"
Regent High School,E01000863,"5"
Regent High School,E01000861,"5"
Regent High School,E01000853,"5"
Regent High School,E01000904,"4"
Regent High School,E01000889,"4"
Regent High School,E01000850,"4"
Regent High School,E01033703,"3"
Regent High School,E01004718,"3"
Regent High School,E01004670,"3"
Regent High School,E01002765,"3"
Regent High School,E01002715,"3"
Regent High School,E01002709,"3"
Regent High School,E01000948,"3"
Regent High School,E01000914,"3"
Regent High School,E01000902,"3"
Regent High School,E01000890,"3"
Regent High School,E01000875,"3"
Regent High School,E01000869,"3"
Regent High School,E01000866,"3"
Regent High School,E01000845,"3"
Hampstead School,E01000876,"49"
Hampstead School,E01000143,"41"
Hampstead School,E01000553,"36"
Hampstead School,E01000875,"30"
Hampstead School,E01000223,"29"
Hampstead School,E01000141,"29"
Hampstead School,E01000554,"27"
Hampstead School,E01000561,"26"
Hampstead School,E01000872,"26"
Hampstead School,E01000137,"25"
Hampstead School,E01000556,"23"
Hampstead School,E01000931,"20"
Hampstead School,E01000503,"20"
Hampstead School,E01000138,"20"
Hampstead School,E01000871,"19"
Hampstead School,E01000974,"18"
Hampstead School,E01000499,"17"
Hampstead School,E01000497,"16"
Hampstead School,E01000504,"16"
Hampstead School,E01000142,"15"
Hampstead School,E01000221,"15"
Hampstead School,E01000501,"15"
Hampstead School,E01000505,"15"
Hampstead School,E01000222,"14"
Hampstead School,E01000973,"13"
Hampstead School,E01000557,"13"
Hampstead School,E01000224,"12"
Hampstead School,E01000968,"11"
Hampstead School,E01000929,"10"
Hampstead School,E01000933,"10"
Hampstead School,E01000640,"9"
Hampstead School,E01000507,"9"
Hampstead School,E01000970,"9"
Hampstead School,E01000932,"9"
Hampstead School,E01000972,"8"
Hampstead School,E01000935,"8"
Hampstead School,E01000641,"8"
Hampstead School,E01000637,"8"
Hampstead School,E01000555,"8"
Hampstead School,E01033464,"7"
Hampstead School,E01000971,"7"
Hampstead School,E01000558,"7"
Hampstead School,E01000139,"7"
Hampstead School,E01000512,"6"
Hampstead School,E01000490,"6"
Hampstead School,E01000140,"5"
Hampstead School,E01000502,"5"
Hampstead School,E01000524,"5"
Hampstead School,E01000527,"5"
Hampstead School,E01000545,"5"
Hampstead School,E01000639,"5"
Hampstead School,E01000874,"5"
Hampstead School,E01000877,"5"
Hampstead School,E01000965,"5"
Hampstead School,E01000488,"4"
Hampstead School,E01000511,"4"
Hampstead School,E01000546,"4"
Hampstead School,E01000548,"4"
Hampstead School,E01000638,"4"
Hampstead School,E01000642,"4"
Hampstead School,E01000643,"4"
Hampstead School,E01000644,"4"
Hampstead School,E01000930,"4"
Hampstead School,E01000953,"4"
Hampstead School,E01000964,"4"
Hampstead School,E01000969,"4"
Hampstead School,E01000484,"3"
Hampstead School,E01000491,"3"
Hampstead School,E01000494,"3"
Hampstead School,E01000508,"3"
Hampstead School,E01000509,"3"
Hampstead School,E01000522,"3"
Hampstead School,E01000526,"3"
Hampstead School,E01000550,"3"
Hampstead School,E01000560,"3"
Hampstead School,E01000878,"3"
Hampstead School,E01000880,"3"
Hampstead School,E01000881,"3"
Hampstead School,E01000885,"3"
Hampstead School,E01000890,"3"
Hampstead School,E01000960,"3"
Hampstead School,E01000961,"3"
Hampstead School,E01017852,"3"
Acland Burghley School,E01000907,"36"
Acland Burghley School,E01000921,"28"
Acland Burghley School,E01002769,"26"
Acland Burghley School,E01000925,"25"
Acland Burghley School,E01002786,"21"
Acland Burghley School,E01002784,"21"
Acland Burghley School,E01002768,"21"
Acland Burghley School,E01000911,"21"
Acland Burghley School,E01000908,"20"
Acland Burghley School,E01000928,"19"
Acland Burghley School,E01000912,"17"
Acland Burghley School,E01000923,"16"
Acland Burghley School,E01002774,"16"
Acland Burghley School,E01002785,"15"
Acland Burghley School,E01002771,"15"
Acland Burghley School,E01000926,"15"
Acland Burghley School,E01002789,"14"
Acland Burghley School,E01000924,"14"
Acland Burghley School,E01002788,"13"
Acland Burghley School,E01000889,"12"
Acland Burghley School,E01000910,"12"
Acland Burghley School,E01000922,"12"
Acland Burghley School,E01000890,"11"
Acland Burghley School,E01002764,"11"
Acland Burghley School,E01000869,"10"
Acland Burghley School,E01000901,"9"
Acland Burghley School,E01002783,"9"
Acland Burghley School,E01002809,"8"
Acland Burghley School,E01000866,"7"
Acland Burghley School,E01000870,"7"
Acland Burghley School,E01000905,"7"
Acland Burghley School,E01000909,"7"
Acland Burghley School,E01002772,"7"
Acland Burghley School,E01000892,"6"
Acland Burghley School,E01002760,"6"
Acland Burghley School,E01002787,"6"
Acland Burghley School,E01000858,"5"
Acland Burghley School,E01000876,"5"
Acland Burghley School,E01000888,"5"
Acland Burghley School,E01000891,"5"
Acland Burghley School,E01002733,"5"
Acland Burghley School,E01002737,"5"
Acland Burghley School,E01002751,"5"
Acland Burghley School,E01002759,"5"
Acland Burghley School,E01002773,"5"
Acland Burghley School,E01000856,"4"
Acland Burghley School,E01000864,"4"
Acland Burghley School,E01000867,"4"
Acland Burghley School,E01000868,"4"
Acland Burghley School,E01000927,"4"
Acland Burghley School,E01000957,"4"
Acland Burghley School,E01000958,"4"
Acland Burghley School,E01000972,"4"
Acland Burghley School,E01002754,"4"
Acland Burghley School,E01002758,"4"
Acland Burghley School,E01033491,"4"
Acland Burghley School,E01000886,"3"
Acland Burghley School,E01000887,"3"
Acland Burghley School,E01000946,"3"
Acland Burghley School,E01000947,"3"
Acland Burghley School,E01000949,"3"
Acland Burghley School,E01000951,"3"
Acland Burghley School,E01000953,"3"
Acland Burghley School,E01000956,"3"
Acland Burghley School,E01002694,"3"
Acland Burghley School,E01002723,"3"
Acland Burghley School,E01002731,"3"
Acland Burghley School,E01002748,"3"
Acland Burghley School,E01002765,"3"
Acland Burghley School,E01002766,"3"
Acland Burghley School,E01002770,"3"
Acland Burghley School,E01002808,"3"
Acland Burghley School,E01002810,"3"
The Camden School for Girls,E01000866,"38"
The Camden School for Girls,E01000869,"34"
The Camden School for Girls,E01000870,"28"
The Camden School for Girls,E01000925,"27"
The Camden School for Girls,E01000926,"26"
The Camden School for Girls,E01000867,"23"
The Camden School for Girls,E01000864,"20"
The Camden School for Girls,E01000865,"20"
The Camden School for Girls,E01000856,"19"
The Camden School for Girls,E01000957,"14"
The Camden School for Girls,E01000868,"14"
The Camden School for Girls,E01000927,"12"
The Camden School for Girls,E01000858,"9"
The Camden School for Girls,E01002766,"9"
The Camden School for Girls,E01000923,"9"
The Camden School for Girls,E01000924,"8"
The Camden School for Girls,E01000922,"7"
The Camden School for Girls,E01002769,"7"
The Camden School for Girls,E01002788,"7"
The Camden School for Girls,E01000863,"6"
The Camden School for Girls,E01002764,"6"
The Camden School for Girls,E01000861,"5"
The Camden School for Girls,E01000902,"5"
The Camden School for Girls,E01000948,"5"
The Camden School for Girls,E01002789,"5"
The Camden School for Girls,E01002774,"4"
The Camden School for Girls,E01002762,"4"
The Camden School for Girls,E01000958,"4"
The Camden School for Girls,E01000952,"4"
The Camden School for Girls,E01000928,"4"
The Camden School for Girls,E01000921,"4"
The Camden School for Girls,E01000909,"4"
The Camden School for Girls,E01000908,"4"
The Camden School for Girls,E01000907,"4"
The Camden School for Girls,E01000889,"4"
The Camden School for Girls,E01002785,"3"
The Camden School for Girls,E01002784,"3"
The Camden School for Girls,E01002783,"3"
The Camden School for Girls,E01002759,"3"
The Camden School for Girls,E01002757,"3"
The Camden School for Girls,E01000967,"3"
The Camden School for Girls,E01000953,"3"
The Camden School for Girls,E01000912,"3"
The Camden School for Girls,E01000911,"3"
The Camden School for Girls,E01000904,"3"
The Camden School for Girls,E01000901,"3"
The Camden School for Girls,E01000900,"3"
The Camden School for Girls,E01000892,"3"
Maria Fidelis Roman Catholic Convent School FCJ,E01000953,"18"
Maria Fidelis Roman Catholic Convent School FCJ,E01000954,"16"
Maria Fidelis Roman Catholic Convent School FCJ,E01000956,"14"
Maria Fidelis Roman Catholic Convent School FCJ,E01000944,"14"
Maria Fidelis Roman Catholic Convent School FCJ,E01000951,"13"
Maria Fidelis Roman Catholic Convent School FCJ,E01000915,"10"
Maria Fidelis Roman Catholic Convent School FCJ,E01000952,"9"
Maria Fidelis Roman Catholic Convent School FCJ,E01000919,"9"
Maria Fidelis Roman Catholic Convent School FCJ,E01000945,"8"
Maria Fidelis Roman Catholic Convent School FCJ,E01000955,"7"
Maria Fidelis Roman Catholic Convent School FCJ,E01004670,"7"
Maria Fidelis Roman Catholic Convent School FCJ,E01000958,"6"
Maria Fidelis Roman Catholic Convent School FCJ,E01000950,"6"
Maria Fidelis Roman Catholic Convent School FCJ,E01033602,"5"
Maria Fidelis Roman Catholic Convent School FCJ,E01033601,"5"
Maria Fidelis Roman Catholic Convent School FCJ,E01002710,"5"
Maria Fidelis Roman Catholic Convent School FCJ,E01000941,"5"
Maria Fidelis Roman Catholic Convent School FCJ,E01000901,"5"
Maria Fidelis Roman Catholic Convent School FCJ,E01000854,"5"
Maria Fidelis Roman Catholic Convent School FCJ,E01004723,"4"
Maria Fidelis Roman Catholic Convent School FCJ,E01004761,"4"
Maria Fidelis Roman Catholic Convent School FCJ,E01032512,"4"
Maria Fidelis Roman Catholic Convent School FCJ,E01000866,"4"
Maria Fidelis Roman Catholic Convent School FCJ,E01000905,"4"
Maria Fidelis Roman Catholic Convent School FCJ,E01000917,"4"
Maria Fidelis Roman Catholic Convent School FCJ,E01000918,"4"
Maria Fidelis Roman Catholic Convent School FCJ,E01000935,"4"
Maria Fidelis Roman Catholic Convent School FCJ,E01000937,"4"
Maria Fidelis Roman Catholic Convent School FCJ,E01000949,"4"
Maria Fidelis Roman Catholic Convent School FCJ,E01002694,"4"
Maria Fidelis Roman Catholic Convent School FCJ,E01002703,"4"
Maria Fidelis Roman Catholic Convent School FCJ,E01000852,"3"
Maria Fidelis Roman Catholic Convent School FCJ,E01000861,"3"
Maria Fidelis Roman Catholic Convent School FCJ,E01004702,"3"
Maria Fidelis Roman Catholic Convent School FCJ,E01033487,"3"
Maria Fidelis Roman Catholic Convent School FCJ,E01000927,"3"
Maria Fidelis Roman Catholic Convent School FCJ,E01000932,"3"
Maria Fidelis Roman Catholic Convent School FCJ,E01000938,"3"
Maria Fidelis Roman Catholic Convent School FCJ,E01000959,"3"
Maria Fidelis Roman Catholic Convent School FCJ,E01001779,"3"
Maria Fidelis Roman Catholic Convent School FCJ,E01001828,"3"
Maria Fidelis Roman Catholic Convent School FCJ,E01002701,"3"
Maria Fidelis Roman Catholic Convent School FCJ,E01002704,"3"
Maria Fidelis Roman Catholic Convent School FCJ,E01002708,"3"
Maria Fidelis Roman Catholic Convent School FCJ,E01002737,"3"
Maria Fidelis Roman Catholic Convent School FCJ,E01002753,"3"
William Ellis School,E01000889,"27"
William Ellis School,E01000905,"21"
William Ellis School,E01000891,"20"
William Ellis School,E01000890,"19"
William Ellis School,E01000901,"19"
William Ellis School,E01000912,"19"
William Ellis School,E01000925,"19"
William Ellis School,E01000892,"15"
William Ellis School,E01000904,"15"
William Ellis School,E01000928,"14"
William Ellis School,E01000888,"13"
William Ellis School,E01000902,"13"
William Ellis School,E01000908,"13"
William Ellis School,E01000907,"12"
William Ellis School,E01000886,"12"
William Ellis School,E01000856,"12"
William Ellis School,E01000910,"11"
William Ellis School,E01000858,"11"
William Ellis School,E01000954,"10"
William Ellis School,E01000922,"8"
William Ellis School,E01000959,"7"
William Ellis School,E01000958,"7"
William Ellis School,E01000949,"7"
William Ellis School,E01000900,"7"
William Ellis School,E01000867,"7"
William Ellis School,E01002789,"6"
William Ellis School,E01000972,"6"
William Ellis School,E01000927,"6"
William Ellis School,E01000887,"6"
William Ellis School,E01000870,"6"
William Ellis School,E01002772,"5"
William Ellis School,E01000953,"5"
William Ellis School,E01000923,"5"
William Ellis School,E01000919,"5"
William Ellis School,E01000911,"5"
William Ellis School,E01000869,"5"
William Ellis School,E01000863,"5"
William Ellis School,E01002788,"4"
William Ellis School,E01002758,"4"
William Ellis School,E01000973,"4"
William Ellis School,E01000951,"4"
William Ellis School,E01000950,"4"
William Ellis School,E01000948,"4"
William Ellis School,E01000944,"4"
William Ellis School,E01000921,"4"
William Ellis School,E01000909,"4"
William Ellis School,E01000896,"4"
William Ellis School,E01000895,"4"
William Ellis School,E01002731,"3"
William Ellis School,E01000946,"3"
William Ellis School,E01000939,"3"
William Ellis School,E01000926,"3"
William Ellis School,E01000898,"3"
William Ellis School,E01000876,"3"
William Ellis School,E01000868,"3"
William Ellis School,E01000866,"3"
William Ellis School,E01000864,"3"
William Ellis School,E01000861,"3"
William Ellis School,E01000847,"3"
William Ellis School,E01000845,"3"
La Sainte Union Catholic Secondary School,E01002786,"11"
La Sainte Union Catholic Secondary School,E01000954,"10"
La Sainte Union Catholic Secondary School,E01000907,"10"
La Sainte Union Catholic Secondary School,E01000901,"9"
La Sainte Union Catholic Secondary School,E01000958,"8"
La Sainte Union Catholic Secondary School,E01002708,"7"
La Sainte Union Catholic Secondary School,E01002734,"7"
La Sainte Union Catholic Secondary School,E01002767,"7"
La Sainte Union Catholic Secondary School,E01000143,"6"
La Sainte Union Catholic Secondary School,E01000904,"6"
La Sainte Union Catholic Secondary School,E01000972,"6"
La Sainte Union Catholic Secondary School,E01004461,"6"
La Sainte Union Catholic Secondary School,E01000846,"5"
La Sainte Union Catholic Secondary School,E01000889,"5"
La Sainte Union Catholic Secondary School,E01000952,"5"
La Sainte Union Catholic Secondary School,E01000953,"5"
La Sainte Union Catholic Secondary School,E01000955,"5"
La Sainte Union Catholic Secondary School,E01002033,"5"
La Sainte Union Catholic Secondary School,E01002694,"5"
La Sainte Union Catholic Secondary School,E01002703,"5"
La Sainte Union Catholic Secondary School,E01002710,"5"
La Sainte Union Catholic Secondary School,E01002727,"5"
La Sainte Union Catholic Secondary School,E01002730,"5"
La Sainte Union Catholic Secondary School,E01002732,"5"
La Sainte Union Catholic Secondary School,E01002773,"5"
La Sainte Union Catholic Secondary School,E01000858,"4"
La Sainte Union Catholic Secondary School,E01000870,"4"
La Sainte Union Catholic Secondary School,E01000905,"4"
La Sainte Union Catholic Secondary School,E01000911,"4"
La Sainte Union Catholic Secondary School,E01000924,"4"
La Sainte Union Catholic Secondary School,E01001752,"4"
La Sainte Union Catholic Secondary School,E01001779,"4"
La Sainte Union Catholic Secondary School,E01001971,"4"
La Sainte Union Catholic Secondary School,E01001998,"4"
La Sainte Union Catholic Secondary School,E01002046,"4"
La Sainte Union Catholic Secondary School,E01002101,"4"
La Sainte Union Catholic Secondary School,E01002706,"4"
La Sainte Union Catholic Secondary School,E01002709,"4"
La Sainte Union Catholic Secondary School,E01002749,"4"
La Sainte Union Catholic Secondary School,E01002759,"4"
La Sainte Union Catholic Secondary School,E01002760,"4"
La Sainte Union Catholic Secondary School,E01002765,"4"
La Sainte Union Catholic Secondary School,E01002770,"4"
La Sainte Union Catholic Secondary School,E01002771,"4"
La Sainte Union Catholic Secondary School,E01002787,"4"
La Sainte Union Catholic Secondary School,E01002798,"4"
La Sainte Union Catholic Secondary School,E01000138,"3"
La Sainte Union Catholic Secondary School,E01000141,"3"
La Sainte Union Catholic Secondary School,E01000176,"3"
La Sainte Union Catholic Secondary School,E01000178,"3"
La Sainte Union Catholic Secondary School,E01000205,"3"
La Sainte Union Catholic Secondary School,E01000221,"3"
La Sainte Union Catholic Secondary School,E01000503,"3"
La Sainte Union Catholic Secondary School,E01000890,"3"
La Sainte Union Catholic Secondary School,E01000892,"3"
La Sainte Union Catholic Secondary School,E01000902,"3"
La Sainte Union Catholic Secondary School,E01000906,"3"
La Sainte Union Catholic Secondary School,E01000912,"3"
La Sainte Union Catholic Secondary School,E01000929,"3"
La Sainte Union Catholic Secondary School,E01000933,"3"
La Sainte Union Catholic Secondary School,E01000938,"3"
La Sainte Union Catholic Secondary School,E01000944,"3"
La Sainte Union Catholic Secondary School,E01001456,"3"
La Sainte Union Catholic Secondary School,E01001521,"3"
La Sainte Union Catholic Secondary School,E01001529,"3"
La Sainte Union Catholic Secondary School,E01001564,"3"
La Sainte Union Catholic Secondary School,E01001716,"3"
La Sainte Union Catholic Secondary School,E01001747,"3"
La Sainte Union Catholic Secondary School,E01001751,"3"
La Sainte Union Catholic Secondary School,E01001754,"3"
La Sainte Union Catholic Secondary School,E01001756,"3"
La Sainte Union Catholic Secondary School,E01001788,"3"
La Sainte Union Catholic Secondary School,E01001845,"3"
La Sainte Union Catholic Secondary School,E01001850,"3"
La Sainte Union Catholic Secondary School,E01002000,"3"
La Sainte Union Catholic Secondary School,E01002002,"3"
La Sainte Union Catholic Secondary School,E01002037,"3"
La Sainte Union Catholic Secondary School,E01002038,"3"
La Sainte Union Catholic Secondary School,E01002049,"3"
La Sainte Union Catholic Secondary School,E01002051,"3"
La Sainte Union Catholic Secondary School,E01002067,"3"
La Sainte Union Catholic Secondary School,E01002077,"3"
La Sainte Union Catholic Secondary School,E01002083,"3"
La Sainte Union Catholic Secondary School,E01002707,"3"
La Sainte Union Catholic Secondary School,E01002720,"3"
La Sainte Union Catholic Secondary School,E01002735,"3"
La Sainte Union Catholic Secondary School,E01002737,"3"
La Sainte Union Catholic Secondary School,E01002739,"3"
La Sainte Union Catholic Secondary School,E01002741,"3"
La Sainte Union Catholic Secondary School,E01002742,"3"
La Sainte Union Catholic Secondary School,E01002748,"3"
La Sainte Union Catholic Secondary School,E01002776,"3"
La Sainte Union Catholic Secondary School,E01002778,"3"
La Sainte Union Catholic Secondary School,E01002780,"3"
La Sainte Union Catholic Secondary School,E01002784,"3"
La Sainte Union Catholic Secondary School,E01002794,"3"
La Sainte Union Catholic Secondary School,E01002800,"3"
La Sainte Union Catholic Secondary School,E01002811,"3"
La Sainte Union Catholic Secondary School,E01004396,"3"
La Sainte Union Catholic Secondary School,E01004402,"3"
La Sainte Union Catholic Secondary School,E01004674,"3"
La Sainte Union Catholic Secondary School,E01033488,"3"
Eltham Hill School,E01033726,"16"
Eltham Hill School,E01001661,"15"
Eltham Hill School,E01001602,"14"
Eltham Hill School,E01001660,"13"
Eltham Hill School,E01001620,"12"
Eltham Hill School,E01001591,"11"
Eltham Hill School,E01001653,"11"
Eltham Hill School,E01001654,"11"
Eltham Hill School,E01001713,"11"
Eltham Hill School,E01003281,"10"
Eltham Hill School,E01001710,"10"
Eltham Hill School,E01001611,"10"
Eltham Hill School,E01001588,"10"
Eltham Hill School,E01033744,"9"
Eltham Hill School,E01033741,"9"
Eltham Hill School,E01003271,"9"
Eltham Hill School,E01001697,"9"
Eltham Hill School,E01001659,"9"
Eltham Hill School,E01001624,"9"
Eltham Hill School,E01001610,"9"
Eltham Hill School,E01001589,"8"
Eltham Hill School,E01001605,"8"
Eltham Hill School,E01001638,"8"
Eltham Hill School,E01001702,"8"
Eltham Hill School,E01003269,"8"
Eltham Hill School,E01003270,"8"
Eltham Hill School,E01003280,"8"
Eltham Hill School,E01003287,"8"
Eltham Hill School,E01033734,"8"
Eltham Hill School,E01001594,"7"
Eltham Hill School,E01001607,"7"
Eltham Hill School,E01001619,"7"
Eltham Hill School,E01001623,"7"
Eltham Hill School,E01001625,"7"
Eltham Hill School,E01001646,"7"
Eltham Hill School,E01001658,"7"
Eltham Hill School,E01001698,"7"
Eltham Hill School,E01001705,"7"
Eltham Hill School,E01001606,"6"
Eltham Hill School,E01001615,"6"
Eltham Hill School,E01001621,"6"
Eltham Hill School,E01001629,"6"
Eltham Hill School,E01001631,"6"
Eltham Hill School,E01001655,"6"
Eltham Hill School,E01001667,"6"
Eltham Hill School,E01001677,"6"
Eltham Hill School,E01001678,"6"
Eltham Hill School,E01001684,"6"
Eltham Hill School,E01001700,"6"
Eltham Hill School,E01001706,"6"
Eltham Hill School,E01001712,"6"
Eltham Hill School,E01003267,"6"
Eltham Hill School,E01033740,"6"
Eltham Hill School,E01001609,"5"
Eltham Hill School,E01001633,"5"
Eltham Hill School,E01001651,"5"
Eltham Hill School,E01001662,"5"
Eltham Hill School,E01001668,"5"
Eltham Hill School,E01001696,"5"
Eltham Hill School,E01001708,"5"
Eltham Hill School,E01003263,"5"
Eltham Hill School,E01003268,"5"
Eltham Hill School,E01003283,"5"
Eltham Hill School,E01003286,"5"
Eltham Hill School,E01003320,"5"
Eltham Hill School,E01033729,"5"
Eltham Hill School,E01033739,"5"
Eltham Hill School,E01033743,"4"
Eltham Hill School,E01033737,"4"
Eltham Hill School,E01033732,"4"
Eltham Hill School,E01003282,"4"
Eltham Hill School,E01003266,"4"
Eltham Hill School,E01003264,"4"
Eltham Hill School,E01003205,"4"
Eltham Hill School,E01003199,"4"
Eltham Hill School,E01001709,"4"
Eltham Hill School,E01001704,"4"
Eltham Hill School,E01001665,"4"
Eltham Hill School,E01001650,"4"
Eltham Hill School,E01001649,"4"
Eltham Hill School,E01001640,"4"
Eltham Hill School,E01001635,"4"
Eltham Hill School,E01001634,"4"
Eltham Hill School,E01001617,"4"
Eltham Hill School,E01001608,"4"
Eltham Hill School,E01001604,"4"
